yhyh 一一
xjvy 相机而言
xjxs 相机行事
xjgb 相机观变
xbzx 相比之下
xbqn 相比去年
xbls 相比来说
xbvy 相比而言
xycx 相沿成习
xycs 相沿成俗
xrym 相濡以沫
xryz 相濡以泽
xrxx 相濡相呴
xhwd 相火妄动
xjhj 相煎何急
xjtj 相煎太急
xvxs 相爱相杀
xsxk 相生相克
xsxc 相生相成
xyxs 相由心生
xmdd 相矛盾的
xzhw 相知恨晚
xzys 相知有素
xyjk 相移键控
xlxc 相类相从
xjhd 相结合的
xjcx 相继出现
xjqs 相继去世
xjvc 相继而出
xjjr 相继进入
xjws 相继问世
xjyk 相聚一刻
xcmr 相草美人
xjhw 相见恨晚
xjwr 相见无日
xsyx 相视一笑
xsss 相视失色
xswy 相视无言
xsvx 相视而笑
xsmn 相视莫逆
xstw 相识太晚
xshw 相识恨晚
xtsh 相谈甚欢
xmyb 相貌一般
xmbc 相貌不错
xmcl 相貌丑陋
xmtt 相貌堂堂
xmpf 相貌平凡
xmpc 相貌平常
xmpp 相貌平平
xjsy 相距甚远
xfxc 相辅相成
xfvc 相辅而成
xfvx 相辅而行
xtzc 相通之处
xfyx 相逢一笑
xfhw 相逢恨晚
xfxl 相逢狭路
xmcx 相门出相
xmyx 相门有相
xmss 相门洒埽
xmxz 相门相种
xgwl 相隔万里
xxwm 相须为命
xxvx 相须而行
xgss 相顾失色
xgwy 相顾无言
xfsf 相风使帆
xsyp 相鼠有皮
pwyj 盼望已久
ssnr 省事宁人
sjtt 省交通厅
xqhy 省亲会友
srst 省人事厅
shcs 省会城市
ssgf 省俗观风
sgvt 省公安厅
snll 省内流量
sxbl 省刑薄敛
sbwg 省博物馆
swst 省卫生厅
scjy 省吃俭用
scxy 省吃细用
swsj 省委书记
swdx 省委党校
swyh 省委员会
swcw 省委常委
sjst 省建设厅
sybf 省役薄赋
sqgg 省愆寡过
sjyt 省教育厅
swht 省文化厅
xfgs 省方观俗
xfgm 省方观民
sssl 省时省力
slyj 省林业局
syqs 省欲去奢
smzt 省民政厅
sydd 省油的灯
sfcj 省烦从简
syzc 省用足财
sdms 省电模式
sjct 省监察厅
szjg 省直机关
skjt 省科技厅
sfcj 省繁从简
sjjg 省级机关
sjzd 省级重点
syjs 省衣节食
sczt 省财政厅
sskj 省身克己
sqkb 省钱快报
mszs 眄视指使
ddhs 眈眈虎视
ddzz 眈眈逐逐
mxtm 眉下添眉
mnmb 眉南面北
mtyz 眉头一皱
mtbs 眉头不伸
mtyh 眉头眼后
mtyw 眉头眼尾
mtyn 眉头眼脑
mtjs 眉头紧锁
myzj 眉宇之间
mjyw 眉尖眼尾
mpcn 眉庞齿鲵
mkyx 眉开眼笑
mymz 眉扬目展
mlyq 眉来眼去
mlyq 眉来语去
mhyx 眉欢眼笑
mqml 眉清目朗
mqmx 眉清目秀
mlml 眉留目乱
mmbq 眉目不清
mmcq 眉目传情
mmrh 眉目如画
mmqx 眉目清秀
mycq 眉眼传情
myrh 眉眼如画
mygd 眉眼高低
mjzn 眉睫之内
mjzl 眉睫之利
mjzh 眉睫之祸
msmz 眉舒目展
mhyx 眉花眼笑
mymx 眉语目笑
mfmw 眉飞目舞
mfyx 眉飞眼笑
mfsy 眉飞色悦
mfsw 眉飞色舞
mgyx 眉高眼下
mgyd 眉高眼低
ksqs 看上去是
kbsy 看不上眼
kbxq 看不下去
kbcl 看不出来
kbdl 看不到了
kbtd 看不太懂
kbmb 看不明白
kbqc 看不清楚
kbjl 看不见了
kbjw 看不见我
kbjd 看不见的
kbqr 看不起人
kbgq 看不过去
kbsy 看不顺眼
kgjj 看个究竟
kgcz 看个锤子
kybk 看也不看
klyx 看了一下
klyy 看了一眼
klyk 看了又看
klmy 看了没有
krxc 看人下菜
krmy 看人眉眼
krmj 看人眉睫
krls 看人脸色
krxs 看人行事
krsh 看人说话
ksmk 看什么看
ksmd 看似矛盾
ksyl 看傻眼了
kcll 看出来了
kdyg 看到一个
kdmy 看到没有
kdds 看到的是
kdhp 看动画片
ktxh 看图写话
ktsz 看图识字
ktsh 看图说话
kzyl 看在眼里
ksng 看守内阁
kszf 看守政府
kjhy 看家护院
kjbs 看家本事
kjbl 看家本领
kdcl 看得出来
kwys 看我眼色
kwjy 看文巨眼
kwly 看文老眼
kkjv 看昆剧按
kmbl 看明白了
kjsq 看景生情
kwww 看望慰问
kzcb 看朱成碧
kswj 看杀卫玠
klzn 看来只能
kfbt 看法不同
kqcl 看清楚了
ksjz 看生见长
kdsj 看电视剧
kdcl 看的出来
kkzs 看看再说
kzdt 看着都疼
kzgl 看着锅里
kphc 看破红尘
kbcz 看碧成朱
kcll 看粗来了
kqgg 看群公告
kccf 看菜吃饭
kjyg 看见一个
kjmy 看见没有
kzly 看走了眼
kdbk 看都不看
kfsf 看风使帆
kfsd 看风使舵
kfsc 看风使船
kfxc 看风行船
kfzd 看风转舵
kfsp 看风驶篷
kfsc 看风驶船
zbry 真不容易
zbks 真不愧是
zbzd 真不知道
zbjd 真不简单
zsml 真丝面料
zlbq 真了不起
zryc 真人原唱
zrzs 真人真事
zrls 真人铃声
ztmd 真他妈的
zwmb 真伪莫辨
zwmb 真伪莫辩
zjcb 真假参半
zjmb 真假莫辨
zjnb 真假难辨
zpsj 真凭实据
zxsf 真凶实犯
zdzq 真刀真枪
zsbl 真受不了
zkws 真可谓是
zmsx 真名实姓
zmzx 真名真姓
zmtn 真命天女
zmtz 真命天子
zssj 真实世界
zsxz 真实写照
zskx 真实可信
zsxm 真实姓名
zsnl 真实年龄
zsqk 真实情况
zsmd 真实目的
zsjl 真实经历
zssf 真实身份
zsmm 真实面目
zxfc 真心付出
zxsy 真心实意
zxzy 真心真意
zxcy 真心诚意
zxjs 真性近视
zqgb 真情告白
zqsy 真情实意
zqsg 真情实感
zqll 真情流露
zxbd 真想不到
zcsx 真才实学
zzsg 真抓实干
zszy 真是这样
zyqs 真有其事
zyys 真有意思
zycs 真有此事
zcsl 真材实料
zqsd 真枪实弹
zhsw 真核生物
zhxb 真核细胞
zzzd 真正做到
zzyy 真正原因
zzyy 真正意义
zzcw 真正成为
zswx 真水无香
zmxd 真没想到
zrjh 真热假寒
zdjg 真独简贵
zlmq 真理面前
ztgz 真田广之
zdjd 真的假的
zdky 真的可以
zdhm 真的好么
zdhm 真的好吗
zdyg 真的应该
zdhc 真的很丑
zdhm 真的很美
zdhn 真的很难
zdsg 真的是个
zdsy 真的是要
zdyx 真的有些
zdyd 真的有点
zdmy 真的没有
zdvn 真的爱你
zdng 真的能够
zdxy 真的需要
zpsf 真皮沙发
zpzz 真皮组织
zxdb 真相大白
zxbl 真相毕露
zzjj 真真假假
zzqq 真真切切
zzzz 真真正正
zzzj 真知卓见
zzzj 真知灼见
zkbz 真空包装
zkgz 真空干燥
zkkg 真空开关
zkjs 真空技术
zkjz 真空机组
zksb 真空设备
zzsf 真脏实犯
zjbz 真菌孢子
zjgr 真菌感染
zcxd 真诚相待
zzsf 真赃实犯
zzzz 真赃真贼
zjbd 真金不镀
zjlh 真金烈火
zjby 真金白银
zxdl 真香定律
zxjg 真香警告
zltz 真龙天子
zlhx 真龙活现
myws 眠云卧石
msmx 眠思梦想
mhwl 眠花卧柳
mhsl 眠花宿柳
mhjl 眠花藉柳
mhzl 眠花醉柳
mswx 眠霜卧雪
yjgr 眢井瞽人
zlfz 眦裂发指
zlzy 眨了眨眼
zzyj 眨眨眼睛
zyzj 眨眼之间
zzyj 眨着眼睛
xmjx 眩目惊心
xmzv 眩目震耳
xbcz 眩碧成朱
xsht 眩视惑听
mzyj 眯着眼睛
kpbb 眶毗必报
jjbw 眷眷不忘
jjzx 眷眷之心
jhwc 眷红偎翠
ybjj 眼不交睫
ybhj 眼不回睛
ybzs 眼不着砂
ybsd 眼不识丁
ybzj 眼不转睛
yzbd 眼中拔钉
yzyt 眼中有铁
ybjc 眼保健操
ygrd 眼光如豆
ygdq 眼光短浅
ynwz 眼内无珠
ymjx 眼冒金星
yqyl 眼前一亮
yqly 眼前利益
yljv 眼力劲儿
yljv 眼力见儿
yqml 眼去眉来
yhrl 眼含热泪
yjsk 眼尖手快
ybqv 眼巴前儿
ydwr 眼底无人
ykmz 眼开眉展
yjsk 眼急手快
yxxs 眼想心思
yyxq 眼意心期
yjsk 眼捷手快
ymxl 眼明心亮
ymsk 眼明手快
ymsj 眼明手捷
ylww 眼泪汪汪
ylxm 眼泪洗面
yqpb 眼浅皮薄
yjjv 眼犄角儿
yqtc 眼球突出
yqzc 眼球震颤
yjdk 眼界大开
yjsk 眼疾手快
ypzq 眼皮子浅
ypdx 眼皮底下
ypdj 眼皮打架
yjsz 眼睑水肿
yjjl 眼睑痉挛
yjyl 眼睛一亮
yjyz 眼睛一眨
yjvx 眼睛凹陷
yxvl 眼瞎耳聋
yskd 眼神空洞
ykys 眼科医生
ykyy 眼科医院
ykys 眼空一世
yksh 眼空四海
ykww 眼空无物
ycxs 眼穿心死
yccd 眼穿肠断
yxms 眼笑眉舒
yxmf 眼笑眉飞
yyxq 眼约心期
yyhc 眼腰黄赤
yhll 眼花历乱
yhxl 眼花心乱
yhll 眼花撩乱
yhll 眼花缭乱
yhvr 眼花耳热
yhql 眼花雀乱
yjws 眼见为实
ygws 眼观为实
ygll 眼观六路
ygsl 眼观四路
yjms 眼角眉梢
yyyz 眼语颐指
ytxj 眼跳心惊
ytvr 眼跳耳热
ymxd 眼迷心荡
yjws 眼镜王蛇
yxvr 眼饧耳热
ycdb 眼馋肚饱
ygyd 眼高于顶
ygsd 眼高手低
ygss 眼高手生
zsls 着书立说
zrxb 着人先鞭
zsmj 着什么急
zljj 着力解决
zjmh 着急忙慌
zscs 着手从事
zscs 着手从事
zscc 着手成春
zssc 着手生春
zzss 着着实实
zfft 着粪佛头
zycf 着衣吃饭
zzqd 着重强调
zzqd 着重强调
zzzc 着重指出
zzmx 着重描写
zzmx 着重描写
zyzy 睁一只眼
zbky 睁不开眼
zdsy 睁大双眼
zdyj 睁大眼睛
zkly 睁开了眼
zksy 睁开双眼
zkyl 睁开眼来
zkyj 睁开眼睛
zyxz 睁眼瞎子
zzyj 睁着眼睛
yzzx 睚眦之嫌
yzzf 睚眦之忿
yzzn 睚眦之怒
yzzy 睚眦之怨
yzzs 睚眦之私
yzzx 睚眦之隙
yzbb 睚眦必报
yzcs 睚眦触死
smvb 睟面盎背
ssyj 睡上一觉
sbhj 睡不好觉
sbzl 睡不着了
sbzj 睡不着觉
sbsj 睡不睡觉
sghj 睡个好觉
slyj 睡了一觉
sqgs 睡前故事
swbn 睡卧不宁
sdzx 睡得正香
sdzj 睡得着觉
syhc 睡意昏沉
syml 睡意朦胧
ssms 睡生梦死
smbz 睡眠不足
smsj 睡眠时间
smlf 睡眠疗法
smzl 睡眠质量
smzv 睡眠障碍
syxs 睡眼惺忪
syxs 睡眼惺松
syml 睡眼朦胧
syml 睡眼矇眬
szlm 睡着了没
smrj 睡美容觉
sglt 睡过了头
sgtl 睡过头了
scmd 睡长梦多
dcjc 督促检查
pnyq 睥睨一切
mlyh 睦邻友好
mlzc 睦邻政策
dszz 睹始知终
dwzz 睹微知著
djsq 睹景伤情
dwsq 睹物伤情
dwxb 睹物兴悲
dwxq 睹物兴情
dwhr 睹物怀人
dwsr 睹物思人
dwsq 睹物思情
dzzw 睹着知微
dzzw 睹著知微
mzsj 瞄准射击
clyy 瞅了一眼
csmc 瞅什么瞅
cnzd 瞅你咋地
cnzd 瞅你咋的
cmqc 瞋目切齿
cmzd 瞋目张胆
cmvw 瞋目扼腕
cmsm 瞋目竖眉
cmvs 瞋目而视
xshs 瞎三话四
xymy 瞎于摸鱼
xzmx 瞎子摸象
xzmy 瞎子摸鱼
xzdb 瞎子断匾
xdwz 瞎打误撞
xmhy 瞎摸合眼
xdmh 瞎灯灭火
xdhh 瞎灯黑火
xsbd 瞎说八道
xmlc 瞎马临池
mskx 瞑思苦想
msqx 瞒上欺下
mtdh 瞒天大谎
mtxd 瞒天席地
mtmd 瞒天昧地
mtmd 瞒天瞒地
mtyj 瞒天要价
mttj 瞒天讨价
mtgh 瞒天过海
mxmj 瞒心昧己
msxg 瞒神吓鬼
mshg 瞒神唬鬼
msng 瞒神弄鬼
plyy 瞟了一眼
chqh 瞠乎其后
chhy 瞠乎后已
chhy 瞠乎后矣
chqh 瞠呼其后
crzs 瞠然自失
cmzs 瞠目咋舌
cmjs 瞠目挢舌
cmjs 瞠目结舌
cmvs 瞠目而视
plyy 瞥了一眼
qbqr 瞧不起人
qnsd 瞧你说的
dlyy 瞪了一眼
ddyj 瞪大眼睛
dmdk 瞪目哆口
dmjs 瞪目结舌
dmcy 瞪眉瞠眼
dyzs 瞪眼咋舌
dywb 瞪眼歪脖
dzyj 瞪着眼睛
sxwb 瞬息万变
sxwz 瞬息万状
sxzj 瞬息之间
sxqb 瞬息千变
sssd 瞬时速度
sjjs 瞬间即逝
sjlm 瞬间泪目
kxsx 瞰瑕伺隙
tkfd 瞳孔放大
zyms 瞻予马首
zyjr 瞻云就日
zyzq 瞻云陟屺
zqhh 瞻前忽后
zqsh 瞻前思后
zqgh 瞻前顾后
ztlq 瞻天恋阙
zqgy 瞻情顾意
zxkd 瞻星揆地
zwzj 瞻望咨嗟
zpqg 瞻蒲劝耕
zgqh 瞻顾前后
gywj 瞽言妄举
gydy 瞽言萏议
gycy 瞽言蒭议
mtzx 矛头转向
mdct 矛盾冲突
mdjj 矛盾加剧
mdxl 矛盾心理
mdjh 矛盾激化
mdjf 矛盾纠纷
mdcc 矛盾重重
jsqc 矜世取宠
jgbl 矜功不立
jgfs 矜功伐善
jgfn 矜功伐能
jgsc 矜功恃宠
jgzf 矜功自伐
jgfq 矜功负气
jjsz 矜句饰字
jmdn 矜名妒能
jmjn 矜名嫉能
jqxb 矜奇炫博
jqly 矜奇立异
gggd 矜寡孤独
jjzs 矜己自饰
jpzs 矜平躁释
jqzt 矜情作态
jysz 矜愚饰智
jcsq 矜才使气
jzfn 矜智负能
jywz 矜牙舞爪
jjyy 矜矜业业
jjsl 矜纠收缭
jnfc 矜能负才
jpxd 矜贫恤独
jpjv 矜贫救厄
sxry 矢下如雨
sbxf 矢不虚发
sltx 矢力同心
skfr 矢口否认
skdl 矢口抵赖
skjl 矢口狡赖
skcy 矢口猖言
sccn 矢吹春奈
szxs 矢在弦上
sryx 矢如雨下
sryj 矢如雨集
sjbq 矢尽兵穷
sxbv 矢心不二
szbv 矢志不二
szbq 矢志不屈
szby 矢志不摇
szby 矢志不渝
szby 矢志不移
szjq 矢志捐躯
szbv 矢忠不二
swxf 矢无虚发
ssbv 矢死不二
sswv 矢死无贰
sszj 矢石之间
sszn 矢石之难
sltk 矢量图库
slzt 矢量字体
slmb 矢量蒙版
zywb 知一万毕
zbzd 知不知道
zbzy 知不诈愚
zydq 知义多情
zzss 知之甚少
zhrb 知乎日报
zsml 知书明理
zszl 知书知礼
zssz 知书识字
zssl 知书识礼
zsdl 知书达理
zsdl 知书达礼
zstl 知书通礼
zlwb 知了五笔
zrxs 知人下士
zrzm 知人之明
zrzj 知人之鉴
zrzz 知人则哲
zrsr 知人善任
zrsc 知人善察
zrsy 知人善用
zrds 知人待士
zrls 知人料士
zrls 知人论世
zjbg 知今博古
zlzr 知冷知热
zmbj 知名不具
zmrs 知名人士
zmrw 知名人物
zmqy 知名企业
zmpp 知名品牌
zmds 知名当世
zmwh 知名网红
zmby 知命不忧
zmzn 知命之年
zmlt 知命乐天
zmvs 知命安身
zdzt 知地知天
zvww 知安忘危
zxyd 知小言大
zxmd 知小谋大
zjns 知尽能索
zjzy 知己之遇
zjzb 知己知彼
zjqs 知幾其神
zbzj 知彼知己
zwjj 知往鉴今
zwzz 知微知彰
zwzz 知微知章
zxkf 知心可腹
zxjj 知心姐姐
zxpy 知心朋友
zxvr 知心爱人
zxzy 知心着意
zxzy 知心知意
zvtb 知恩图报
zvbb 知恩必报
zvbd 知恩报德
zvbv 知恩报恩
zqbj 知情不举
zqbb 知情不报
zqrs 知情人士
zqsq 知情识趣
zqdl 知情达理
zwzw 知我罪我
zwdl 知文达礼
zwbw 知无不为
zwbj 知无不尽
zwby 知无不言
zssw 知时识务
zyxn 知易行难
zjsb 知机识变
zjsq 知机识窍
zlcw 知来藏往
zgzd 知根知底
zzbd 知止不殆
zzbr 知止不辱
zsrs 知水仁山
zfff 知法犯法
ztzr 知疼着热
ztzy 知疼着痒
ztzr 知疼知热
zbsh 知白守黑
zzzw 知章知微
zxsl 知羞识廉
zvby 知而不言
zvgf 知而故犯
zcwy 知耻为勇
zrsr 知荣守辱
zrmc 知荣明耻
zxhy 知行合一
zscy 知识产业
zscq 知识产权
zsff 知识付费
zstx 知识体系
zscb 知识储备
zsfz 知识分子
zsgc 知识工程
zsjn 知识技能
zsgx 知识更新
zssp 知识水平
zsqb 知识浅薄
zsyb 知识渊博
zsbz 知识爆炸
zsjs 知识竞赛
zsgl 知识管理
zsjj 知识经济
zsjg 知识结构
zsbj 知识背景
zsfw 知识范围
zsjz 知识讲座
zswd 知识问答
zsqn 知识青年
zsmk 知识面宽
zsmg 知识面广
zzbd 知足不殆
zzbr 知足不辱
zzcl 知足常乐
zzcz 知足常足
zzzz 知足知止
zzcl 知足长乐
zgbg 知过必改
zgng 知过能改
zyzv 知遇之恩
zyzr 知遇之荣
zdlm 知道了吗
zdlb 知道了吧
zdsm 知道什么
zdts 知道她是
zdjh 知道就好
zdjx 知道就行
zdss 知道是谁
zdzj 知道自己
zcbg 知错不改
zcbj 知错不纠
zcjg 知错即改
zcjg 知错就改
zcbg 知错必改
zcng 知错能改
znvs 知难而上
znvx 知难而行
znvj 知难而进
znvt 知难而退
znxy 知难行易
zxsc 知雄守雌
zysq 知音识曲
zysq 知音识趣
zyvl 知音谙吕
zynm 知音难觅
zgsd 知高识低
zyzl 知鱼之乐
jbfx 矩步方行
jysc 矩矱绳尺
jzcf 矩阵乘法
jzys 矩阵运算
jzjp 矩阵键盘
jsls 矫世励俗
jsls 矫世厉俗
jsbs 矫世变俗
jggs 矫国更俗
jggs 矫国革俗
jwlj 矫尾厉角
jxwk 矫形外科
jqgy 矫情干誉
jqzs 矫情自饰
jqzw 矫情镇物
jqsx 矫情饰行
jqsz 矫情饰诈
jqsm 矫情饰貌
jrzz 矫揉造作
jsmw 矫时慢物
jwgz 矫枉过中
jwgd 矫枉过当
jwgz 矫枉过正
jwgz 矫枉过直
jjbq 矫矫不群
jrjl 矫若惊龙
jryl 矫若游龙
jywx 矫言伪行
jxgz 矫邪归正
jswx 矫饰伪行
dzqc 短中取长
dxnr 短信内容
dxgn 短信功能
dxfs 短信发送
dxpt 短信平台
dxfw 短信服务
dxmk 短信模块
dxxh 短信笑话
dxqf 短信群发
dxlm 短信联盟
dxtz 短信通知
dxls 短信铃声
dbjz 短兵接战
dbxj 短兵相接
ddzr 短刀直入
dtcx 短叹长吁
dxct 短吁长叹
dcsc 短吃少穿
dyzy 短垣自逾
dscm 短寿促命
dxjg 短小精干
dxjh 短小精悍
djsl 短斤少两
djql 短斤缺两
dsjn 短时间内
dqlr 短期利润
dqpx 短期培训
dqtz 短期投资
dqxw 短期行为
dqjh 短期计划
dqdk 短期贷款
dpps 短片拍摄
ddjt 短短几天
dpxs 短篇小说
dxcp 短线产品
dgjs 短绠汲深
dqsp 短缺商品
dypm 短衣匹马
dhbq 短褐不全
dhbw 短褐不完
dhcj 短褐穿结
djbs 短见薄识
dtys 短途运输
ddsh 短道速滑
vryd 矮人一等
vrkc 矮人看场
vrkx 矮人看戏
vrgc 矮人观场
vzkx 矮子看戏
vzgc 矮子观场
vxjh 矮小精悍
vvss 矮矮实实
vvpp 矮矮胖胖
shqy 石化企业
szss 石嘴山市
sqsd 石器时代
sctc 石城汤池
smzp 石墨制品
smwd 石墨文档
smdj 石墨电极
stzv 石头子儿
ssjg 石室金匮
ssjk 石室金鐀
sjzs 石家庄市
sxmc 石心木肠
stdh 石投大海
sjsq 石景山区
sksl 石枯松老
smzp 石棉制品
slzs 石榴子石
slqx 石榴裙下
scdh 石沉大海
shzs 石河子市
syjg 石油价格
sycb 石油储备
sygs 石油公司
syzp 石油制品
sykt 石油勘探
syhg 石油化工
sywj 石油危机
sydx 石油大学
syxy 石油学院
sygy 石油工业
sygc 石油工程
sysc 石油市场
syjx 石油机械
syxf 石油消费
sysb 石油设备
syzy 石油资源
slhk 石泐海枯
shgy 石火光阴
shdg 石火电光
shfd 石火风灯
shfz 石火风烛
sljk 石烂江枯
slhk 石烂海枯
sszw 石生植物
sptj 石破天惊
sjjk 石缄金匮
sgmx 石膏模型
sgmx 石膏模型
sgbd 石膏绷带
sybl 石英玻璃
srsz 石蕊试纸
scbd 石赤不夺
sgbf 石锅拌饭
kydx 矿业大学
kyjt 矿业集团
kczy 矿产资源
ksqy 矿山企业
kskc 矿山开采
ksjx 矿山机械
kssb 矿山设备
kqsp 矿泉水瓶
kwxw 矿物纤维
kwzy 矿物资源
kzfl 矿质肥料
mffy 码分复用
mfdz 码分多址
mjcr 码间串扰
mjgr 码间干扰
sltj 砂里淘金
qhdl 砌红堆绿
qcnk 砌词捏控
kgqc 砍瓜切菜
yjld 研京练都
yzkf 研制开发
yzcg 研制成功
yfzx 研发中心
yfry 研发人员
yfgs 研发公司
yfpt 研发平台
yfcb 研发成本
yfcg 研发成果
yftr 研发投入
yfnl 研发能力
yjtz 研幾探赜
yjxl 研幾析理
yjzw 研机综微
ysxj 研桑心计
ysqj 研深覃精
yjyx 研究一下
yjzx 研究中心
yjry 研究人员
yjnr 研究内容
yjjd 研究决定
yjfx 研究发现
yjjd 研究基地
yjdx 研究对象
yjxz 研究小组
yjgz 研究工作
yjkf 研究开发
yjcg 研究成果
yjbg 研究报告
yjtt 研究探讨
yjfx 研究方向
yjff 研究方法
yjjg 研究机构
yjsw 研究生网
yjsz 研究生证
yjsy 研究生院
yjyj 研究研究
yjjg 研究结果
yjfw 研究范围
yjbm 研究表明
yjzm 研究证明
yjkt 研究课题
yjjz 研究进展
yjxm 研究项目
yjly 研究领域
yjdl 研精殚力
yjds 研精殚思
yjbz 研精毕智
yjjw 研精究微
yjjl 研精竭虑
yjzs 研精致思
yjks 研精苦思
yjtv 研精覃奥
yjts 研精覃思
yjgs 研精钩深
yjcw 研精阐微
yjjl 研精静虑
yjzs 研经铸史
yths 研讨会上
zmjg 砖木结构
dblw 砥兵砺伍
dlmh 砥厉名号
dlly 砥厉廉隅
dmlj 砥名砺节
dpsz 砥平绳直
dljy 砥廉峻隅
dzys 砥志研思
dzzl 砥柱中流
dlqx 砥砺前行
dlmh 砥砺名号
dlmj 砥砺名节
dlly 砥砺廉隅
dlzm 砥砺琢磨
dlfj 砥砺风节
djlx 砥节励行
djlx 砥节厉行
djfg 砥节奉公
djsg 砥节守公
djlx 砥节砺行
dxmm 砥行磨名
dxlm 砥行立名
dslx 砥身砺行
dftv 砥锋挺锷
byzs 砭庸针俗
pdys 砰的一声
pfpl 砲凤烹龙
plpf 砲龙烹凤
pcqy 破产企业
pcdb 破产倒闭
pcdy 破产荡业
pcby 破产边缘
pwxx 破位下行
pjsj 破军杀将
plqc 破卵倾巢
pkdm 破口大骂
pgwz 破国亡宗
pgwj 破国亡家
ptdg 破土动工
ptvc 破土而出
phfz 破坏分子
phtj 破坏团结
phhy 破坏婚姻
phqf 破坏气氛
phhd 破坏活动
phhj 破坏环境
phxc 破坏现场
phst 破坏生态
phsh 破坏社会
phxw 破坏行为
pjcg 破坚摧刚
pbhg 破壁毁珪
pbfq 破壁飞去
pkvc 破壳而出
ptyj 破天一剑
pthd 破天荒地
pthd 破天荒的
ptlv 破头烂额
pjff 破奸发伏
pjsc 破家丧产
pjwg 破家为国
pjwg 破家亡国
pjwg 破家危国
pjxl 破家县令
pjsy 破家散业
pjjc 破家竭产
pjdy 破家荡业
pjdc 破家荡产
pjbc 破家败产
pyjj 破崖绝角
pcyl 破巢余卵
pcwl 破巢完卵
pcwx 破愁为笑
pfqq 破斧缺斨
pjbk 破旧不堪
pjlx 破旧立新
pxsf 破晓时分
pzqj 破柱求奸
pglq 破格录取
pgly 破格录用
pgjs 破格晋升
ptzy 破桐之叶
psws 破死忘生
plcf 破浪乘风
plqj 破浪前进
ptwx 破涕为笑
ptcx 破涕成笑
ptvx 破涕而笑
plbk 破烂不堪
plld 破烂流丢
pwyv 破玩意儿
pqjx 破琴绝弦
pbhg 破璧毁珪
pgzn 破瓜之年
pwhy 破瓦寒窑
pwty 破瓦颓垣
pzbg 破甑不顾
pzsc 破甑生尘
pjwy 破矩为圆
pjwy 破矩为圜
ppll 破破烂烂
pszl 破碎支离
pslg 破私立公
pzzs 破竹之势
pzjl 破竹建瓴
pzbc 破绽百出
pgps 破罐破摔
pvbl 破而不立
pvhl 破而后立
pgmw 破肝糜胃
pdsh 破胆丧魂
pdhx 破胆寒心
pnkx 破脑刳心
pjcd 破茧成蝶
pjvc 破茧而出
pjcs 破茧重生
phyq 破获一起
pxzy 破血逐瘀
pyls 破衣烂衫
pnsg 破衲疏羹
pgwy 破觚为圆
pgwy 破觚为圜
pgzd 破觚斫雕
pjzc 破解注册
pjlm 破解联盟
pjbd 破解补丁
pjrj 破解软件
pcmz 破财免灾
pcxz 破财消灾
pfcz 破釜沉舟
pfcc 破釜沉船
pffz 破釜焚舟
ptlt 破铜烂铁
pjfc 破镜分钗
pjch 破镜重合
pjcy 破镜重圆
pjcg 破镜重归
pjny 破镜难圆
pmdf 破门得分
pmvr 破门而入
pmvc 破门而出
pcmx 破除迷信
pywx 破颜微笑
pmzf 破马张飞
pgxb 破骨细胞
zgmt 砸锅卖铁
lsmd 砺世摩钝
lsmd 砺世磨钝
lbmm 砺兵秣马
lsdh 砺山带河
lymh 砺岳盟河
ldhs 砺带河山
lgmm 砺戈秣马
lswm 砾石屋面
cqvy 础泣而雨
crzy 础润知雨
crvy 础润而雨
kkzx 硁硁之信
kkzy 硁硁之愚
gzlq 硅整流器
gjxz 硅胶胸罩
ggdl 硅谷动力
sbld 硕博连读
ssxw 硕士学位
ssxl 硕士学历
sszs 硕士招生
ssby 硕士毕业
sslw 硕士论文
sdwp 硕大无朋
sdwb 硕大无比
sxtr 硕学通儒
swsd 硕望宿德
sgjc 硕果仅存
sgdc 硕果独存
sgll 硕果累累
xydy 硝云弹雨
xhgy 硝化甘油
xhxj 硝化细菌
xysq 硝烟四起
xymm 硝烟弥漫
xydy 硝烟弹雨
xygg 硝烟滚滚
xbdp 硝苯地平
xsgy 硝酸甘油
lhrl 硫化染料
lhxj 硫化橡胶
lsyt 硫酸亚铁
ybql 硬不起来
yjjs 硬件加速
yjdz 硬件地址
yjpt 硬件平台
yjjs 硬件技术
yjbj 硬件报价
yjgz 硬件故障
yjwh 硬件维护
yjhq 硬件行情
yjsb 硬件设备
yjss 硬件设施
yjsj 硬件设计
yjzy 硬件资源
yjzx 硬件资讯
yjpz 硬件配置
yjqd 硬件驱动
ydgq 硬地滚球
yxyq 硬性要求
yxgd 硬性规定
ycmm 硬撑门面
ypfq 硬盘分区
yprl 硬盘容量
ypsj 硬盘数据
ypkj 硬盘空间
yztp 硬着头皮
ybsf 硬笔书法
yjnj 硬胶囊剂
yypk 硬语盘空
yzhj 硬质合金
ymkz 硬门槛子
qbqd 确不确定
qhbb 确乎不拔
qbvq 确保安全
qbzl 确保质量
qxwy 确信无疑
qzby 确凿不移
qzwy 确凿无疑
qqby 确切不移
qqds 确切地说
qqrq 确切日期
qqxx 确切消息
qqds 确切的说
qqtj 确切统计
qgbb 确固不拔
qdbl 确定不了
qdbs 确定不是
qdjg 确定价格
qdgx 确定关系
qdvn 确定按钮
qdfx 确定方向
qdrq 确定日期
qdds 确定的是
qdmb 确定目标
qsbh 确实不会
qsbc 确实不错
